caseid,altid,casenum,altnum,chose,ivtt,ovtt,tottime,totcost,hhid,perid,numalts,dist,wkzone,hmzone,rspopden,rsempden,wkpopden,wkempden,vehavdum,femdum,age,drlicdum,noncadum,numveh,hhsize,hhinc,famtype,hhowndum,numemphh,numadlt,nmlt5,nm5to11,nm12to16,wkccbd,wknccbd,corredis,vehbywrk,vocc,wgt
32,2,32,2,0,15.12,3.5,18.62,23.46,58,3,2,4.99,608,598,15.98,6.97,21.02,24.36,1,1,54,1,1,4,3,67.5,3,1,3,3,0,0,0,0,0,0,1.33,1,1
32,3,32,3,0,17.12,3.5,20.62,13.4,58,3,2,4.99,608,598,15.98,6.97,21.02,24.36,1,1,54,1,1,4,3,67.5,3,1,3,3,0,0,0,0,0,0,1.33,1,1
32,4,32,4,0,18.15,13.5,31.65,166.6,58,3,2,4.99,608,598,15.98,6.97,21.02,24.36,1,1,54,1,1,4,3,67.5,3,1,3,3,0,0,0,0,0,0,1.33,1,1
32,5,32,5,0,26.9,3.5,30.4,0,58,3,2,4.99,608,598,15.98,6.97,21.02,24.36,1,1,54,1,1,4,3,67.5,3,1,3,3,0,0,0,0,0,0,1.33,1,1
33,1,33,1,1,39.94,2,41.94,268.58,63,1,2,30.07,607,781,14.42,6.07,14.73,10.63,1,1,42,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
33,2,33,2,0,44.94,2,46.94,134.29,63,1,2,30.07,607,781,14.42,6.07,14.73,10.63,1,1,42,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
33,3,33,3,0,46.94,2,48.94,76.74,63,1,2,30.07,607,781,14.42,6.07,14.73,10.63,1,1,42,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,1,34,1,1,8.18,2,10.18,28.78,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,2,34,2,0,13.18,2,15.18,14.39,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,3,34,3,0,15.18,2,17.18,8.22,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,4,34,4,0,18.57,41.8,60.37,100,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,5,34,5,0,16.5,2,18.5,0,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
34,6,34,6,0,0,0,56.8,0,63,3,2,2.74,607,627,14.42,6.07,20.28,12.58,1,0,41,1,0,4,4,67.5,99,1,3,4,0,0,0,0,0,0,1.33,1,1
35,1,35,1,1,7.88,2,9.88,37.15,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
35,2,35,2,0,12.88,2,14.88,18.57,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
35,3,35,3,0,14.88,2,16.88,10.61,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
35,4,35,4,0,22.48,13.9,36.38,124.1,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
35,5,35,5,0,21.3,2,23.3,0,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
35,6,35,6,0,0,0,78,0,65,1,2,3.8,623,613,13.77,8.76,12.85,23.45,1,0,50,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,1,36,1,1,7.88,2,9.88,37.15,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,2,36,2,0,12.88,2,14.88,18.57,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,3,36,3,0,14.88,2,16.88,10.61,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,4,36,4,0,22.48,13.9,36.38,124.1,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,5,36,5,0,21.3,2,23.3,0,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
36,6,36,6,0,0,0,78,0,65,2,2,3.8,623,613,13.77,8.76,12.85,23.45,1,1,48,1,0,3,2,112.5,1,0,2,2,0,0,0,0,0,0,1.5,1,1
37,1,37,1,1,10.74,2.5,13.24,45.61,67,3,2,4.75,625,593,18.48,18.12,16.4,31.19,1,1,21,1,0,2,5,55,99,1,2,3,0,2,0,0,0,0,1,1,1
37,2,37,2,0,15.74,2.5,18.24,22.8,67,3,2,4.75,625,593,18.48,18.12,16.4,31.19,1,1,21,1,0,2,5,55,99,1,2,3,0,2,0,0,0,0,1,1,1
37,3,37,3,0,17.74,2.5,20.24,13.03,67,3,2,4.75,625,593,18.48,18.12,16.4,31.19,1,1,21,1,0,2,5,55,99,1,2,3,0,2,0,0,0,0,1,1,1
37,4,37,4,0,14.37,23.68,38.05,100,67,3,2,4.75,625,593,18.48,18.12,16.4,31.19,1,1,21,1,0,2,5,55,99,1,2,3,0,2,0,0,0,0,1,1,1
38,1,38,1,1,5.14,3.5,8.64,10.64,72,1,2,0.84,626,626,27.71,14.14,27.71,14.14,1,0,24,1,0,3,2,32.5,1,0,1,2,0,0,0,0,0,0,3,1,1
38,2,38,2,0,10.14,3.5,13.64,5.32,72,1,2,0.84,626,626,27.71,14.14,27.71,14.14,1,0,24,1,0,3,2,32.5,1,0,1,2,0,0,0,0,0,0,3,1,1
38,3,38,3,0,12.14,3.5,15.64,3.04,72,1,2,0.84,626,626,27.71,14.14,27.71,14.14,1,0,24,1,0,3,2,32.5,1,0,1,2,0,0,0,0,0,0,3,1,1
38,4,38,4,0,2,17.03,19.03,100,72,1,2,0.84,626,626,27.71,14.14,27.71,14.14,1,0,24,1,0,3,2,32.5,1,0,1,2,0,0,0,0,0,0,3,1,1
38,6,38,6,0,0,0,20.3,0,72,1,2,0.84,626,626,27.71,14.14,27.71,14.14,1,0,24,1,0,3,2,32.5,1,0,1,2,0,0,0,0,0,0,3,1,1
39,1,39,1,1,5.28,2,7.28,23.81,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
39,2,39,2,0,10.28,2,12.28,11.9,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
39,3,39,3,0,12.28,2,14.28,6.8,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
39,4,39,4,0,20.91,44.2,65.11,100,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
39,5,39,5,0,13.65,2,15.65,0,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
39,6,39,6,0,0,0,49.4,0,73,2,2,2.37,610,595,17.48,13.07,8.94,9.34,1,0,36,1,0,2,3,42.5,99,0,2,2,0,1,0,0,0,0,1,1,1
40,1,40,1,1,28.12,2,30.12,170.13,74,2,2,17.25,608,547,15.98,6.97,10.76,27.89,1,0,39,1,1,3,5,87.5,3,0,2,2,1,1,1,0,0,0,1.5,1,1
40,2,40,2,0,33.22,2,35.22,85.06,74,2,2,17.25,608,547,15.98,6.97,10.76,27.89,1,0,39,1,1,3,5,87.5,3,0,2,2,1,1,1,0,0,0,1.5,1,1
40,3,40,3,0,35.22,2,37.22,48.61,74,2,2,17.25,608,547,15.98,6.97,10.76,27.89,1,0,39,1,1,3,5,87.5,3,0,2,2,1,1,1,0,0,0,1.5,1,1
40,4,40,4,0,40.61,48.58,89.19,130,74,2,2,17.25,608,547,15.98,6.97,10.76,27.89,1,0,39,1,1,3,5,87.5,3,0,2,2,1,1,1,0,0,0,1.5,1,1
41,1,41,1,1,5.74,2,7.74,12.21,75,1,2,0.92,608,608,15.98,6.97,15.98,6.97,1,0,36,1,0,1,1,27.5,7,1,1,1,0,0,0,0,0,0,1,1,1
41,2,41,2,0,10.74,2,12.74,6.1,75,1,2,0.92,608,608,15.98,6.97,15.98,6.97,1,0,36,1,0,1,1,27.5,7,1,1,1,0,0,0,0,0,0,1,1,1
41,3,41,3,0,12.74,2,14.74,3.49,75,1,2,0.92,608,608,15.98,6.97,15.98,6.97,1,0,36,1,0,1,1,27.5,7,1,1,1,0,0,0,0,0,0,1,1,1
41,4,41,4,0,2.32,13.9,16.22,100,75,1,2,0.92,608,608,15.98,6.97,15.98,6.97,1,0,36,1,0,1,1,27.5,7,1,1,1,0,0,0,0,0,0,1,1,1
41,6,41,6,0,0,0,20.4,0,75,1,2,0.92,608,608,15.98,6.97,15.98,6.97,1,0,36,1,0,1,1,27.5,7,1,1,1,0,0,0,0,0,0,1,1,1
42,1,42,1,0,23.54,2.5,26.04,153.73,76,1,2,17.25,625,734,18.48,18.12,25.06,44.64,1,0,27,1,0,1,3,12.5,99,0,2,3,0,0,0,0,0,0,0.5,0,1
42,2,42,2,0,28.54,2.5,31.04,76.87,76,1,2,17.25,625,734,18.48,18.12,25.06,44.64,1,0,27,1,0,1,3,12.5,99,0,2,3,0,0,0,0,0,0,0.5,0,1
42,3,42,3,0,30.54,2.5,33.04,43.92,76,1,2,17.25,625,734,18.48,18.12,25.06,44.64,1,0,27,1,0,1,3,12.5,99,0,2,3,0,0,0,0,0,0,0.5,0,1
42,4,42,4,1,36.68,33.48,70.16,175,76,1,2,17.25,625,734,18.48,18.12,25.06,44.64,1,0,27,1,0,1,3,12.5,99,0,2,3,0,0,0,0,0,0,0.5,0,1
43,1,43,1,1,7.1,2.5,9.6,29.56,77,1,2,3.04,605,598,16.04,20.65,21.02,24.36,1,1,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
43,2,43,2,0,12.1,2.5,14.6,14.78,77,1,2,3.04,605,598,16.04,20.65,21.02,24.36,1,1,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
43,3,43,3,0,14.1,2.5,16.6,8.45,77,1,2,3.04,605,598,16.04,20.65,21.02,24.36,1,1,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
43,4,43,4,0,14.56,24.12,38.68,100,77,1,2,3.04,605,598,16.04,20.65,21.02,24.36,1,1,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
43,6,43,6,0,0,0,63.3,0,77,1,2,3.04,605,598,16.04,20.65,21.02,24.36,1,1,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
44,1,44,1,1,35.78,3.5,39.28,218.74,77,2,2,19.27,605,181,16.04,20.65,25.24,41.42,1,0,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
44,2,44,2,0,40.78,3.5,44.28,109.37,77,2,2,19.27,605,181,16.04,20.65,25.24,41.42,1,0,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
44,3,44,3,0,42.68,3.5,46.18,48.78,77,2,2,19.27,605,181,16.04,20.65,25.24,41.42,1,0,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
44,4,44,4,0,56.6,38.4,95,280,77,2,2,19.27,605,181,16.04,20.65,25.24,41.42,1,0,25,1,0,2,2,37.5,8,0,2,2,0,0,0,0,0,0,1,1,1
45,1,45,1,1,14.02,2,16.02,62.78,81,1,2,6.15,636,595,15.52,27.82,8.94,9.34,1,0,26,1,1,6,1,67.5,7,0,1,1,0,0,0,0,0,0,6,1,1
45,2,45,2,0,19.02,2,21.02,31.39,81,1,2,6.15,636,595,15.52,27.82,8.94,9.34,1,0,26,1,1,6,1,67.5,7,0,1,1,0,0,0,0,0,0,6,1,1
45,3,45,3,0,21.02,2,23.02,17.94,81,1,2,6.15,636,595,15.52,27.82,8.94,9.34,1,0,26,1,1,6,1,67.5,7,0,1,1,0,0,0,0,0,0,6,1,1
45,4,45,4,0,54.19,33.38,87.57,100,81,1,2,6.15,636,595,15.52,27.82,8.94,9.34,1,0,26,1,1,6,1,67.5,7,0,1,1,0,0,0,0,0,0,6,1,1
46,1,46,1,1,9.58,2,11.58,46.13,82,1,2,3.47,623,627,13.77,8.76,20.28,12.58,1,0,27,1,0,1,1,32.5,7,1,1,1,0,0,0,0,0,0,1,1,1
46,2,46,2,0,14.58,2,16.58,23.06,82,1,2,3.47,623,627,13.77,8.76,20.28,12.58,1,0,27,1,0,1,1,32.5,7,1,1,1,0,0,0,0,0,0,1,1,1
46,3,46,3,0,16.58,2,18.58,13.18,82,1,2,3.47,623,627,13.77,8.76,20.28,12.58,1,0,27,1,0,1,1,32.5,7,1,1,1,0,0,0,0,0,0,1,1,1
46,4,46,4,0,11.73,19.36,31.09,100,82,1,2,3.47,623,627,13.77,8.76,20.28,12.58,1,0,27,1,0,1,1,32.5,7,1,1,1,0,0,0,0,0,0,1,1,1
46,6,46,6,0,0,0,97.6,0,82,1,2,3.47,623,627,13.77,8.76,20.28,12.58,1,0,27,1,0,1,1,32.5,7,1,1,1,0,0,0,0,0,0,1,1,1
47,1,47,1,1,15.82,6.5,22.32,175.11,89,1,2,5.69,683,696,7.76,25.4,85.35,105.93,1,0,55,1,0,3,4,145,4,1,3,4,0,0,0,0,1,0,1,1,1
47,2,47,2,0,20.82,6.5,27.32,87.56,89,1,2,5.69,683,696,7.76,25.4,85.35,105.93,1,0,55,1,0,3,4,145,4,1,3,4,0,0,0,0,1,0,1,1,1
47,3,47,3,0,22.82,6.5,29.32,50.03,89,1,2,5.69,683,696,7.76,25.4,85.35,105.93,1,0,55,1,0,3,4,145,4,1,3,4,0,0,0,0,1,0,1,1,1
47,4,47,4,0,24.64,24.6,49.24,100,89,1,2,5.69,683,696,7.76,25.4,85.35,105.93,1,0,55,1,0,3,4,145,4,1,3,4,0,0,0,0,1,0,1,1,1
47,5,47,5,0,31.6,6.5,38.1,0,89,1,2,5.69,683,696,7.76,25.4,85.35,105.93,1,0,55,1,0,3,4,145,4,1,3,4,0,0,0,0,1,0,1,1,1
48,1,48,1,1,8.34,3.5,11.84,26.94,91,2,2,2.62,684,714,5.63,37,35.28,44.39,1,0,46,1,0,2,3,145,3,1,2,2,1,0,0,0,1,0,1,1,1
48,2,48,2,0,13.34,3.5,16.84,13.47,91,2,2,2.62,684,714,5.63,37,35.28,44.39,1,0,46,1,0,2,3,145,3,1,2,2,1,0,0,0,1,0,1,1,1
48,3,48,3,0,15.34,3.5,18.84,7.7,91,2,2,2.62,684,714,5.63,37,35.28,44.39,1,0,46,1,0,2,3,145,3,1,2,2,1,0,0,0,1,0,1,1,1
48,4,48,4,0,5.18,20.3,25.48,100,91,2,2,2.62,684,714,5.63,37,35.28,44.39,1,0,46,1,0,2,3,145,3,1,2,2,1,0,0,0,1,0,1,1,1
48,6,48,6,0,0,0,55.9,0,91,2,2,2.62,684,714,5.63,37,35.28,44.39,1,0,46,1,0,2,3,145,3,1,2,2,1,0,0,0,1,0,1,1,1
49,1,49,1,1,15.76,4.5,20.26,215.9,95,1,2,6.28,684,738,5.63,37,35.81,53.33,1,1,40,1,0,4,6,32.5,99,1,3,3,3,0,0,0,0,0,1.33,1,1
49,2,49,2,0,20.76,4.5,25.26,107.95,95,1,2,6.28,684,738,5.63,37,35.81,53.33,1,1,40,1,0,4,6,32.5,99,1,3,3,3,0,0,0,0,0,1.33,1,1
49,3,49,3,0,22.76,4.5,27.26,61.68,95,1,2,6.28,684,738,5.63,37,35.81,53.33,1,1,40,1,0,4,6,32.5,99,1,3,3,3,0,0,0,0,0,1.33,1,1
49,4,49,4,0,15.24,34.29,49.53,105,95,1,2,6.28,684,738,5.63,37,35.81,53.33,1,1,40,1,0,4,6,32.5,99,1,3,3,3,0,0,0,0,0,1.33,1,1
49,5,49,5,0,32.05,4.5,36.55,0,95,1,2,6.28,684,738,5.63,37,35.81,53.33,1,1,40,1,0,4,6,32.5,99,1,3,3,3,0,0,0,0,0,1.33,1,1
50,1,50,1,1,13.24,6.5,19.74,122.73,95,3,2,4.48,684,700,5.63,37,2.17,45.58,1,0,45,1,0,4,6,32.5,99,1,3,3,3,0,0,0,1,0,1.33,1,1
50,2,50,2,0,18.24,6.5,24.74,61.36,95,3,2,4.48,684,700,5.63,37,2.17,45.58,1,0,45,1,0,4,6,32.5,99,1,3,3,3,0,0,0,1,0,1.33,1,1
50,3,50,3,0,20.24,6.5,26.74,35.07,95,3,2,4.48,684,700,5.63,37,2.17,45.58,1,0,45,1,0,4,6,32.5,99,1,3,3,3,0,0,0,1,0,1.33,1,1
50,4,50,4,0,17.11,13.25,30.36,132.73,95,3,2,4.48,684,700,5.63,37,2.17,45.58,1,0,45,1,0,4,6,32.5,99,1,3,3,3,0,0,0,1,0,1.33,1,1
50,5,50,5,0,24.5,6.5,31,0,95,3,2,4.48,684,700,5.63,37,2.17,45.58,1,0,45,1,0,4,6,32.5,99,1,3,3,3,0,0,0,1,0,1.33,1,1
51,1,51,1,0,36.52,7.5,44.02,424.29,96,1,2,15.03,683,8,7.76,25.4,0,395.34,1,1,32,1,0,2,1,37.5,7,0,1,1,0,0,0,1,0,0,2,0,1
51,2,51,2,0,41.52,7.5,49.02,212.15,96,1,2,15.03,683,8,7.76,25.4,0,395.34,1,1,32,1,0,2,1,37.5,7,0,1,1,0,0,0,1,0,0,2,0,1
51,3,51,3,0,28.52,7.5,36.02,107.54,96,1,2,15.03,683,8,7.76,25.4,0,395.34,1,1,32,1,0,2,1,37.5,7,0,1,1,0,0,0,1,0,0,2,0,1
51,4,51,4,1,39.5,28.2,67.7,180,96,1,2,15.03,683,8,7.76,25.4,0,395.34,1,1,32,1,0,2,1,37.5,7,0,1,1,0,0,0,1,0,0,2,0,1
52,1,52,1,0,37.32,7.5,44.82,508.57,98,1,2,15.54,683,2,7.76,25.4,105.7,625.58,1,1,38,1,0,1,1,32.5,7,1,1,1,0,0,0,1,0,0,1,3,1
52,2,52,2,0,42.42,7.5,49.92,254.28,98,1,2,15.54,683,2,7.76,25.4,105.7,625.58,1,1,38,1,0,1,1,32.5,7,1,1,1,0,0,0,1,0,0,1,3,1
52,3,52,3,1,29.42,7.5,36.92,131.62,98,1,2,15.54,683,2,7.76,25.4,105.7,625.58,1,1,38,1,0,1,1,32.5,7,1,1,1,0,0,0,1,0,0,1,3,1
52,4,52,4,0,39.5,33.2,72.7,180,98,1,2,15.54,683,2,7.76,25.4,105.7,625.58,1,1,38,1,0,1,1,32.5,7,1,1,1,0,0,0,1,0,0,1,3,1
53,1,53,1,0,34.5,6.5,41,580.28,99,2,2,15.29,682,16,6.57,8.83,123.23,226.35,1,1,37,1,0,2,2,112.5,1,1,2,2,0,0,0,1,0,0,1,0,1
53,2,53,2,0,39.6,6.5,46.1,290.14,99,2,2,15.29,682,16,6.57,8.83,123.23,226.35,1,1,37,1,0,2,2,112.5,1,1,2,2,0,0,0,1,0,0,1,0,1
53,3,53,3,0,41.6,6.5,48.1,165.79,99,2,2,15.29,682,16,6.57,8.83,123.23,226.35,1,1,37,1,0,2,2,112.5,1,1,2,2,0,0,0,1,0,0,1,0,1
53,4,53,4,1,32.21,31.42,63.63,180,99,2,2,15.29,682,16,6.57,8.83,123.23,226.35,1,1,37,1,0,2,2,112.5,1,1,2,2,0,0,0,1,0,0,1,0,1
54,1,54,1,1,13.42,4.5,17.92,44.56,100,2,2,4.38,683,693,7.76,25.4,62.25,56.97,1,0,43,1,0,2,2,145,1,1,1,2,0,0,0,0,1,0,2,1,1
54,2,54,2,0,18.42,4.5,22.92,22.28,100,2,2,4.38,683,693,7.76,25.4,62.25,56.97,1,0,43,1,0,2,2,145,1,1,1,2,0,0,0,0,1,0,2,1,1
54,3,54,3,0,20.42,4.5,24.92,12.73,100,2,2,4.38,683,693,7.76,25.4,62.25,56.97,1,0,43,1,0,2,2,145,1,1,1,2,0,0,0,0,1,0,2,1,1
54,4,54,4,0,15.97,44.68,60.65,100,100,2,2,4.38,683,693,7.76,25.4,62.25,56.97,1,0,43,1,0,2,2,145,1,1,1,2,0,0,0,0,1,0,2,1,1
55,1,55,1,1,32.24,7.5,39.74,404.5,101,2,2,12.99,684,8,5.63,37,0,395.34,1,0,65,1,0,2,2,87.5,1,0,1,2,0,0,0,1,0,0,2,1,1
55,2,55,2,0,37.24,7.5,44.74,202.25,101,2,2,12.99,684,8,5.63,37,0,395.34,1,0,65,1,0,2,2,87.5,1,0,1,2,0,0,0,1,0,0,2,1,1
55,3,55,3,0,24.24,7.5,31.74,101.88,101,2,2,12.99,684,8,5.63,37,0,395.34,1,0,65,1,0,2,2,87.5,1,0,1,2,0,0,0,1,0,0,2,1,1
55,4,55,4,0,27.95,9,36.95,187.73,101,2,2,12.99,684,8,5.63,37,0,395.34,1,0,65,1,0,2,2,87.5,1,0,1,2,0,0,0,1,0,0,2,1,1
56,1,56,1,1,29.32,2,31.32,213.38,103,1,2,23.62,683,530,7.76,25.4,10.95,19.01,1,1,43,1,0,3,3,67.5,3,1,2,3,0,0,0,0,0,0,1.5,1,1
56,2,56,2,0,34.42,2,36.42,106.69,103,1,2,23.62,683,530,7.76,25.4,10.95,19.01,1,1,43,1,0,3,3,67.5,3,1,2,3,0,0,0,0,0,0,1.5,1,1
56,3,56,3,0,36.42,2,38.42,60.97,103,1,2,23.62,683,530,7.76,25.4,10.95,19.01,1,1,43,1,0,3,3,67.5,3,1,2,3,0,0,0,0,0,0,1.5,1,1
57,1,57,1,0,37.32,6.5,43.82,990.75,103,2,2,15.54,683,2,7.76,25.4,105.7,625.58,1,0,43,1,0,3,3,67.5,3,1,2,3,0,0,0,1,0,0,1.5,0,1
57,2,57,2,0,42.42,6.5,48.92,495.37,103,2,2,15.54,683,2,7.76,25.4,105.7,625.58,1,0,43,1,0,3,3,67.5,3,1,2,3,0,0,0,1,0,0,1.5,0,1
57,3,57,3,0,44.42,6.5,50.92,283.07,103,2,2,15.54,683,2,7.76,25.4,105.7,625.58,1,0,43,1,0,3,3,67.5,3,1,2,3,0,0,0,1,0,0,1.5,0,1
57,4,57,4,1,35.23,37.18,72.41,180,103,2,2,15.54,683,2,7.76,25.4,105.7,625.58,1,0,43,1,0,3,3,67.5,3,1,2,3,0,0,0,1,0,0,1.5,0,1
58,1,58,1,1,30.36,2,32.36,196.64,104,3,2,21.67,683,794,7.76,25.4,9.79,4.2,1,0,26,1,0,4,3,112.5,10,0,3,3,0,0,0,0,0,0,1.33,1,1
58,2,58,2,0,35.46,2,37.46,98.32,104,3,2,21.67,683,794,7.76,25.4,9.79,4.2,1,0,26,1,0,4,3,112.5,10,0,3,3,0,0,0,0,0,0,1.33,1,1
58,3,58,3,0,37.46,2,39.46,56.18,104,3,2,21.67,683,794,7.76,25.4,9.79,4.2,1,0,26,1,0,4,3,112.5,10,0,3,3,0,0,0,0,0,0,1.33,1,1
59,1,59,1,1,3.44,4.5,7.94,6.54,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
59,2,59,2,0,8.44,4.5,12.94,3.27,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
59,3,59,3,0,10.44,4.5,14.94,1.87,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
59,4,59,4,0,1.33,14.47,15.8,100,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
59,5,59,5,0,3.75,4.5,8.25,0,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
59,6,59,6,0,0,0,14.3,0,107,1,2,0.49,728,728,36.73,24.96,36.73,24.96,1,0,57,1,1,2,3,87.5,3,1,2,2,0,0,1,0,0,1,1,1,1
60,1,60,1,1,13.94,2.5,16.44,49.7,108,1,2,5.22,716,725,7.5,229,25.46,34.88,1,1,27,1,0,2,1,47.5,7,1,1,1,0,0,0,0,0,0,2,1,1
60,2,60,2,0,18.94,2.5,21.44,24.85,108,1,2,5.22,716,725,7.5,229,25.46,34.88,1,1,27,1,0,2,1,47.5,7,1,1,1,0,0,0,0,0,0,2,1,1
60,3,60,3,0,20.94,2.5,23.44,14.2,108,1,2,5.22,716,725,7.5,229,25.46,34.88,1,1,27,1,0,2,1,47.5,7,1,1,1,0,0,0,0,0,0,2,1,1
60,4,60,4,0,24.85,36.07,60.92,105,108,1,2,5.22,716,725,7.5,229,25.46,34.88,1,1,27,1,0,2,1,47.5,7,1,1,1,0,0,0,0,0,0,2,1,1
60,5,60,5,0,28.5,2.5,31,0,108,1,2,5.22,716,725,7.5,229,25.46,34.88,1,1,27,1,0,2,1,47.5,7,1,1,1,0,0,0,0,0,0,2,1,1
61,1,61,1,1,5.06,2,7.06,17.7,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
61,2,61,2,0,10.06,2,12.06,8.85,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
61,3,61,3,0,12.06,2,14.06,5.06,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
61,4,61,4,0,11.03,22.96,33.99,100,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
61,5,61,5,0,10.15,2,12.15,0,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
61,6,61,6,0,0,0,33.2,0,109,3,2,1.56,609,627,15.57,13.9,20.28,12.58,1,0,50,1,1,4,4,87.5,3,1,2,3,0,1,0,0,0,0,2,1,1
62,1,62,1,1,14.32,2,16.32,82.67,110,2,2,9.09,609,670,15.57,13.9,41.05,10.21,1,1,35,1,1,4,2,55,1,0,2,2,0,0,0,0,1,0,2,1,1
62,2,62,2,0,19.32,2,21.32,41.33,110,2,2,9.09,609,670,15.57,13.9,41.05,10.21,1,1,35,1,1,4,2,55,1,0,2,2,0,0,0,0,1,0,2,1,1
